"attribute_code","frontend_label","frontend_input","is_visible_on_front","is_user_defined","is_required"
"mit_starteingang","Mit Starteingang","select","1","1","0"
"mit_statusanzeige","Mit Statusanzeige","select","1","1","0"
"mit_staubschutz","Mit Staubschutz","select","1","1","0"
"mit_steckdose","Mit Steckdose","select","1","1","0"
"mit_stirnband","Mit Stirnband","select","1","1","0"
"mit_suedeuropa_stecker","Mit Südeuropa-Stecker","select","1","1","0"
"mit_systemtasten","Mit Systemtasten","select","1","1","0"
"mit_temperaturregelung","Mit Temperaturregelung","select","1","1","0"
"mit_temperaturregler","Mit Temperaturregler","select","1","1","0"
"mit_teppichleiste","Mit Teppichleiste","select","1","1","0"
"mit_thermostat","Mit Thermostat","select","1","1","0"
"mit_touchscreen","Mit Touchscreen","select","1","1","0"
"mit_tuerverriegelung","Mit Türverriegelung","select","1","1","0"
"mit_verdrahtung","Mit Verdrahtung","select","1","1","0"
"mit_verriegelung","Mit Verriegelung","select","1","1","0"
"mit_verstaerker","Mit Verstärker","select","1","1","0"
"mit_waermedaemmung","Mit Wärmedämmung","select","1","1","0"
"mit_wandhalterung","Mit Wandhalterung","select","1","1","0"
"mit_warn_hinweissymbol","Mit Warn-/Hinweissymbol","select","1","1","0"
"mit_warn_hinweistext","Mit Warn-/Hinweistext","select","1","1","0"
"mit_werkzeug","Mit Werkzeug","select","1","1","0"
"mit_zeitschaltuhr","mit Zeitschaltuhr","select","1","1","0"
"mit_zentrierbohrer","Mit Zentrierbohrer","select","1","1","0"
"mit_zuleitung","Mit Zuleitung","select","1","1","0"
"mit_zusatzheizung","Mit Zusatzheizung","select","1","1","0"
"mit_zweikreiszone","Mit Zweikreiszone","select","1","1","0"
"mitschaltender_neutralleiter","Mitschaltender Neutralleiter","select","1","1","0"
"modular","Modular","select","1","1","0"
"modulare_bauweise","Modulare Bauweise","select","1","1","0"
"montageart","Montageart","select","1","1","0"
"montageart_lichtfuehler","Montageart Lichtfühler","select","1","1","0"
"montagehoehe","Montagehöhe","select","1","1","0"
"montageoeffnung","Montageöffnung","select","1","1","0"
"montagerichtung","Montagerichtung","select","1","1","0"
"motordrehrichtungstester","Motordrehrichtungstester","select","1","1","0"
"motorleistung","Motorleistung","select","1","1","0"
"mp3","MP3","select","1","1","0"
"mp3_wiedergabe","MP3 Wiedergabe","select","1","1","0"
"mtz","Metallart","text","1","1","0"
"multifeedtauglich","Multifeedtauglich","select","1","1","0"
"multischalter_integriert","Multischalter integriert","select","1","1","0"
"nach_din","Nach DIN","select","1","1","0"
"nachleuchtend","Nachleuchtend","select","1","1","0"
"nagellaenge","Nagellänge","select","1","1","0"
"nebenstelleneingang","Nebenstelleneingang","select","1","1","0"
"nennableitstossstrom_820","Nennableitstoßstrom (8/20)","select","1","1","0"
"nennableitstrom_820","Nennableitstrom (8/20)","select","1","1","0"
"nenndurchmesser","Nenndurchmesser","select","1","1","0"
"nenngroesse","Nenngröße","select","1","1","0"
"nenninhalt","Nenninhalt","select","1","1","0"
"nennlaststrom","Nennlaststrom","select","1","1","0"
"nennleistung","Nennleistung","select","1","1","0"
"nennleistungsaufnahme","Nennleistungsaufnahme","select","1","1","0"
"nennmass","Nennmaß","select","1","1","0"
"nennquerschnitt","Nennquerschnitt","select","1","1","0"
"nennschaltstrom_bei_230_v_ac","Nennschaltstrom bei 230 V AC","select","1","1","0"
"nennspannung_ac","Nennspannung AC","select","1","1","0"
"nennspannung_dc","Nennspannung DC","select","1","1","0"
"nennspannung_u","Nennspannung U","select","1","1","0"
"nennstrom","Nennstrom","select","1","1","0"
"nennweite","Nennweite","select","1","1","0"
"netzableitkapazitaet","Netzableitkapazität","select","1","1","0"
"netzform","Netzform","select","1","1","0"
"netzspannung","Netzspannung","select","1","1","0"
"netzwerkanschluss","Netzwerkanschluss","select","1","1","0"
"nicht_isolierte_aderendhuelsen","Nicht-isolierte Aderendhülsen","select","1","1","0"
"nicht_isolierte_kabelverbindun","Nicht-isolierte Kabelverbindungen","select","1","1","0"
"niederohmmessung","Niederohmmessung","select","1","1","0"
"nivellierbereich","Nivellierbereich","select","1","1","0"
"nominaler_endwert_der_skala","Nominaler Endwert der Skala","select","1","1","0"
"normbezeichnung_ece","Normbezeichnung (ECE)","select","1","1","0"
"nrapps_idealo_exclude","Von idealo Connect ausnehmen","select","1","0","0"
"nrapps_idealo_exclude","Exclude from idealo Connect","select","1","0","0"
"nutzbarer_querschnitt","Nutzbarer Querschnitt","select","1","1","0"
"nutzinhalt","Nutzinhalt","select","1","1","0"
"nutzinhalt_des_kuehlfachs","Nutzinhalt des Kühlfachs","select","1","1","0"
"oberteilbreite","Oberteilbreite","select","1","1","0"
"occasion","Occasion","select","1","1","0"
"oeffnungsdurchmesser","Öffnungsdurchmesser","select","1","1","0"
"oelbestaendig_nach_en_60811_2_","Ölbeständig nach EN 60811-2-1","select","1","1","0"
"oesen_innendurchmesser","Ösen-Innendurchmesser","select","1","1","0"
"optischer_zoom","Optischer Zoom","select","1","1","0"
"oszillation","Oszillation","select","1","1","0"
"outdoor","Outdoor","select","1","1","0"
"packmenge","","text","1","1","0"
"passend_auf_korrekturbrille","Passend auf Korrekturbrille","select","1","1","0"
"pen_funktion_moeglich","PEN-Funktion möglich","select","1","1","0"
"phasenwender","Phasenwender","select","1","1","0"
"physikalisches_messprinzip","Physikalisches Messprinzip","select","1","1","0"
"plattenbreite","Plattenbreite","select","1","1","0"
"plattenhoehe","Plattenhöhe","select","1","1","0"
"platzierung_der_spuele","Platzierung der Spüle","select","1","1","0"
"plombierbar","Plombierbar","select","1","1","0"
"polzahl","Polzahl","select","1","1","0"
"power_over_ethernet","Power over Ethernet","select","1","1","0"
"preisme","","text","1","1","0"
"pressform","Pressform","select","1","1","0"
"presskabelschuhe_fuer_cu_leite","Presskabelschuhe für Cu-Leiter","select","1","1","0"
"primaerer_bemessungsstrom_in","Primärer Bemessungsstrom In","select","1","1","0"
"primaerspannung","Primärspannung","select","1","1","0"
"pruefklasse","Prüfklasse","select","1","1","0"
"querschnitt","Querschnitt","select","1","1","0"
"querschnitt_des_anzuschliessen","Querschnitt des anzuschließenden Kabels","select","1","1","0"
"querschnitt_hoehe","Querschnitt-Höhe","select","1","1","0"
"querschnittsform","Querschnittsform","select","1","1","0"
"radius","Radius","select","1","1","0"
"rahmenausfuehrung","Rahmenausführung","select","1","1","0"
"ral_nummer","RAL-Nummer","select","1","1","0"
"rastbar","Rastbar","select","1","1","0"
"rastermass","Rastermaß","select","1","1","0"
"rastermass_der_anschluesse","Rastermaß der Anschlüsse","select","1","1","0"
"rds","RDS","select","1","1","0"
"receiver_typ","Receiver-Typ","select","1","1","0"
"reichweite","Reichweite","select","1","1","0"
"reichweite_des_schutzfeldes","Reichweite des Schutzfeldes","select","1","1","0"
"reinigungssystem","Reinigungssystem","select","1","1","0"
"reiterausfuehrung","Reiterausführung","select","1","1","0"
"restzeitanzeige","Restzeitanzeige","select","1","1","0"
"rinnenbefestigung","Rinnenbefestigung","select","1","1","0"
"rohr_kabeldurchmesser","Rohr-/Kabeldurchmesser","select","1","1","0"
"rohrdurchmesser","Rohrdurchmesser","select","1","1","0"
"rohrkabelschuhe_fuer_cu_leiter","Rohrkabelschuhe für Cu-Leiter","select","1","1","0"
"rohrlaenge","Rohrlänge","select","1","1","0"
"rohrmontage_moeglich","Rohrmontage möglich","select","1","1","0"
"rueckkanal","Rückkanal","select","1","1","0"
"rufunterscheidung","Rufunterscheidung","select","1","1","0"
"saegeblattlaenge","Sägeblattlänge","select","1","1","0"
"saeulenform","Säulenform","select","1","1","0"
"sammelschienenbreite","Sammelschienenbreite","select","1","1","0"
"sammelschienendicke","Sammelschienendicke","select","1","1","0"
"saugbuerste","Saugbürste","select","1","1","0"
"schaftdurchmesser","Schaftdurchmesser","select","1","1","0"
"schaftlaenge","Schaftlänge","select","1","1","0"
"schalt_nennstrom_bei_250_v_pot",""Schalt-Nennstrom bei 250 V"," potenzialfrei"","select","1","1","0"
"schaltabstand","Schaltabstand","select","1","1","0"
"schaltdifferenz_der_temperatur","Schaltdifferenz der Temperatur","select","1","1","0"
"schalterfunktion","Schalterfunktion","select","1","1","0"
"schaltfrequenz","Schaltfrequenz","select","1","1","0"
"schaltfunktion","Schaltfunktion","select","1","1","0"
"schaltleistung","Schaltleistung","select","1","1","0"
"schaltstrom","Schaltstrom","select","1","1","0"
"schaltungsart","Schaltungsart","select","1","1","0"
"scharnier_aussenliegend","Scharnier außenliegend","select","1","1","0"
"schenkellaenge","Schenkellänge","select","1","1","0"
"schersystem","Schersystem","select","1","1","0"
"schienenabstand","Schienenabstand","select","1","1","0"
"schienenbreite","Schienenbreite","select","1","1","0"
"schirm_ueber_verseilung","Schirm über Verseilung","select","1","1","0"
"schlossbreite","Schlossbreite","select","1","1","0"
"schluesselweite","Schlüsselweite","select","1","1","0"
"schluesselweite_gross","Schlüsselweite groß","select","1","1","0"
"schluesselweite_klein","Schlüsselweite klein","select","1","1","0"
"schneide","Schneide","select","1","1","0"
"schneidenbreite","Schneidenbreite","select","1","1","0"
"schneidenform","Schneidenform","select","1","1","0"
"schnell_ladegeraet","Schnell-Ladegerät","select","1","1","0"
"schnellwechselkopf","Schnellwechselkopf","select","1","1","0"
"schnittbereich","Schnittbereich","select","1","1","0"
"schnittkaschierung","Schnittkaschierung","select","1","1","0"
"schnittstelle","Schnittstelle","select","1","1","0"
"schnitttiefe","Schnitttiefe","select","1","1","0"
"schraubsystem","Schraubsystem","select","1","1","0"
"schrumpfrate","Schrumpfrate","select","1","1","0"
"schuhgroesse","Schuhgröße","select","1","1","0"
"schutz_gegen_vandalismus","Schutz gegen Vandalismus","select","1","1","0"
"schutzart_ip","Schutzart (IP)","select","1","1","0"
"schutzart_ip_montiert",""Schutzart (IP)"," montiert"","select","1","1","0"
"schutzklasse","Schutzklasse","select","1","1","0"
"schutzleiter","Schutzleiter","select","1","1","0"
"schutzpegel","Schutzpegel","select","1","1","0"
"schutzpegel_adererde","Schutzpegel Ader/Erde","select","1","1","0"
"searchindex_weight","Search Weight","text","1","1","0"
"searchindex_weight","Search Weight","text","1","1","0"
"sekundaerspannung","Sekundärspannung","select","1","1","0"
"sekundaerspannung_1","Sekundärspannung 1","select","1","1","0"
"selbstbohrend","Selbstbohrend","select","1","1","0"
"selbstklebend","Selbstklebend","select","1","1","0"
"selbstverschweissendamalgamier","Selbstverschweißend/Amalgamierend","select","1","1","0"
"separater_fuehler","Separater Fühler","select","1","1","0"
"shoe_size","Shoe size","select","1","1","0"
"sicherheitstyp_gemaess_iec_614","Sicherheitstyp gemäß IEC 61496-1","select","1","1","0"
"sicherung","Sicherung","select","1","1","0"
"sichtbare_signalstrecke","Sichtbare Signalstrecke","select","1","1","0"
"signal_nennableitstossstrom_82","Signal-Nennableitstoßstrom (8/20)","select","1","1","0"
"signalisierung_am_geraet","Signalisierung am Gerät","select","1","1","0"
"signalton","Signalton","select","1","1","0"
"size","Size","select","1","1","0"
"sms_funktionalitaet","SMS-Funktionalität","select","1","1","0"
"sockel","Sockel","select","1","1","0"
"solarfaehig","Solarfähig","select","1","1","0"
"sonstige_bezeichnung","Sonstige Bezeichnung","select","1","1","0"
"spachtelbreite","Spachtelbreite","select","1","1","0"
"spannbereich","Spannbereich","select","1","1","0"
"spannseildurchmesser","Spannseildurchmesser","select","1","1","0"
"spannung","Spannung","select","1","1","0"
"spannung_nach_en_60309_2","Spannung nach EN 60309-2","select","1","1","0"
"spannung_umschaltbar","Spannung umschaltbar","select","1","1","0"
"spannungsart","Spannungsart","select","1","1","0"
"spannungsart_der_betriebsspann","Spannungsart der Betriebsspannung","select","1","1","0"
"spannungsart_der_versorgungssp","Spannungsart der Versorgungsspannung","select","1","1","0"
"spannungsart_zur_betaetigung","Spannungsart zur Betätigung","select","1","1","0"
"spannungsmessbereich","Spannungsmessbereich","select","1","1","0"
"spannungsmessbereich_1","Spannungsmessbereich 1","select","1","1","0"
"spannungsmessung","Spannungsmessung","select","1","1","0"
"spannungsreihe","Spannungsreihe","select","1","1","0"
"speicherart","Speicherart","select","1","1","0"
"speichergroesse","Speichergröße","select","1","1","0"
"speichermedium","Speichermedium","select","1","1","0"
"sperren_gegen_ausschalten","Sperren gegen Ausschalten","select","1","1","0"
"sperren_gegen_einschalten","Sperren gegen Einschalten","select","1","1","0"
"spezialwerkzeug_notwendig","Spezialwerkzeug notwendig","select","1","1","0"
"spezielle_anwendung","Spezielle Anwendung","select","1","1","0"
"spirallaenge_ausgezogen","Spirallänge (ausgezogen)","select","1","1","0"
"spitzendurchmesserspitzenbreit","Spitzendurchmesser/Spitzenbreite","select","1","1","0"
"sprache","Sprache","select","1","1","0"
"sprachsteuerung","Sprachsteuerung","select","1","1","0"
"sprossenabstand","Sprossenabstand","select","1","1","0"
"spuelmaschinengeeignet","Spülmaschinengeeignet","select","1","1","0"
"stabilisiert","Stabilisiert","select","1","1","0"
"staerke","Stärke","select","1","1","0"
"stangendurchmesser","Stangendurchmesser","select","1","1","0"
"stanzkraft","Stanzkraft","select","1","1","0"
"stara_articlenumber","Stara Article Number","text","1","1","0"
"startzeitvorwahl","Startzeitvorwahl","select","1","1","0"
"staubbeutelbetrieb","Staubbeutelbetrieb","select","1","1","0"
"steckrichtung","Steckrichtung","select","1","1","0"
"steckverbindertyp","Steckverbindertyp","select","1","1","0"
"steigetrassenbreite","Steigetrassenbreite","select","1","1","0"
"steigetrassenhoehe","Steigetrassenhöhe","select","1","1","0"
"stempeldurchmesser","Stempeldurchmesser","select","1","1","0"
"stereo","Stereo","select","1","1","0"
"steuerleistung","Steuerleistung","select","1","1","0"
"steuerstrom","Steuerstrom","select","1","1","0"
"steuerung","Steuerung","select","1","1","0"
"stiftform","Stiftform","select","1","1","0"
"stiftmass","Stiftmaß","select","1","1","0"
"stromart","Stromart","select","1","1","0"
"stromaufnahme","Stromaufnahme","select","1","1","0"
"strommessbereich","Strommessbereich","select","1","1","0"
"stromversorgung","Stromversorgung","select","1","1","0"
"style","Style","select","1","1","0"
"t123_sales_price_excl_vat","","price","1","1","0"
"tagesprogramm","Tagesprogramm","select","1","1","0"
"tassenzahl","Tassenzahl","select","1","1","0"
"technologie","Technologie","select","1","1","0"
"teg_auslaufartikel","","text","1","1","0"
"teg_ek_per_piece_or_meter_excl","teg_ek_per_piece_or_meter_excl","price","1","1","0"
"teg_kabel","teg_kabel","text","1","1","0"
"teg_netpricelist","TEG Netpricelist","boolean","1","1","0"
"teg_preisbasis","","text","1","1","0"
"teg_prodnumber","Hersteller-Artikelnummer","text","1","1","0"
"teg_stockitem","TEG Stockitem","boolean","1","1","0"
"teg_vk_per_piece_or_meter_excl","","price","1","1","0"
"teilnehmeranschluesse","Teilnehmeranschlüsse","select","1","1","0"
"teilung","Teilung","select","1","1","0"
"teilungsmass","Teilungsmaß","select","1","1","0"
"temperatur","Temperatur","select","1","1","0"
"temperaturbereich","Temperaturbereich","select","1","1","0"
"temperaturbestaendig_bis","Temperaturbeständig bis","select","1","1","0"
"temperatureinstellung","Temperatureinstellung","select","1","1","0"
"temperaturmessung","Temperaturmessung","select","1","1","0"
"temperaturwert_einstellbar","Temperaturwert einstellbar","select","1","1","0"
"tiefe","Tiefe","select","1","1","0"
"tiefe_der_bodenbelagaussparung","Tiefe der Bodenbelagaussparung","select","1","1","0"
"tiefe_des_geraeteeinbaukanals","Tiefe des Geräteeinbaukanals","select","1","1","0"
"tiefe_sockelleistenkanal","Tiefe Sockelleistenkanal","select","1","1","0"
"tiefkuehlklinge","Tiefkühlklinge","select","1","1","0"
"timer","Timer","select","1","1","0"
"timerfunktion","Timerfunktion","select","1","1","0"
"touchpanel","Touchpanel","select","1","1","0"
"tragfaehigkeit","Tragfähigkeit","select","1","1","0"
"tragkraft","Tragkraft","select","1","1","0"
"tragschienenbestueckung","Tragschienenbestückung","select","1","1","0"
"transparent","transparent","select","1","1","0"
"trennwandbefestigung","Trennwandbefestigung","select","1","1","0"
"trennwandbreite","Trennwandbreite","select","1","1","0"
"trennwandhoehe","Trennwandhöhe","select","1","1","0"
"tresterauswurf","Tresterauswurf","select","1","1","0"
"trocknungsart","Trocknungsart","select","1","1","0"
"tueranschlag","Türanschlag","select","1","1","0"
"typklasse_fuer_sicherheitsanfo","Typklasse für Sicherheitsanforderungen gemäß EN 574","select","1","1","0"
"ueberbrueckungszeit_volllast","Überbrückungszeit Volllast","select","1","1","0"
"uebertragungsrate","Übertragungsrate","select","1","1","0"
"ueberwachungseinrichtung","Überwachungseinrichtung","select","1","1","0"
"umbau_von_fest_zu_plug_in","Umbau von fest zu Plug-in","select","1","1","0"
"umbau_von_plug_in_zu_fest","Umbau von Plug-in zu fest","select","1","1","0"
"unterputz","Unterputz","select","1","1","0"
"usb_anschluss","USB-Anschluss","select","1","1","0"
"usv_technologie","USV-Technologie","select","1","1","0"
"uv_bestaendig","UV-beständig","select","1","1","0"
"vde_geprueft","VDE geprüft","select","1","1","0"
"vendor","Vendor","text","1","1","0"
"verarbeitungszeit","Verarbeitungszeit","select","1","1","0"
"verbindungsart","Verbindungsart","select","1","1","0"
"verlaengertes_aufsatzstueck","Verlängertes Aufsatzstück","select","1","1","0"
"verlustleistung","Verlustleistung","select","1","1","0"
"vernetzbar","Vernetzbar","select","1","1","0"
"vernetzbar_ueber_kabel","Vernetzbar über Kabel","select","1","1","0"
"versorgungsspannung","Versorgungsspannung","select","1","1","0"
"verstellbar","Verstellbar","select","1","1","0"
"verstellbares_objektiv","Verstellbares Objektiv","select","1","1","0"
"verwendung","Verwendung","select","1","1","0"
"verzinnt","Verzinnt","select","1","1","0"
"verzoegerungszeit_einstellbar","Verzögerungszeit einstellbar","select","1","1","0"
"videoansteuerung","Videoansteuerung","select","1","1","0"
"videoerweiterung_moeglich","Videoerweiterung möglich","select","1","1","0"
"videosteuerung","Videosteuerung","select","1","1","0"
"vollkornprogramm","Vollkornprogramm","select","1","1","0"
"volumen_des_wassertanks","Volumen des Wassertanks","select","1","1","0"
"vorpraegungen","Vorprägungen","select","1","1","0"
"vorprogrammiert","Vorprogrammiert","select","1","1","0"
"vulkanisierend","Vulkanisierend","select","1","1","0"
"wahlschalter_fuer_softeis","Wahlschalter für Softeis","select","1","1","0"
"walzenbreite","Walzenbreite","select","1","1","0"
"wandleranschluss","Wandleranschluss","select","1","1","0"
"wandmontage_moeglich","Wandmontage möglich","select","1","1","0"
"wandsender","Wandsender","select","1","1","0"
"wandstaerke","Wandstärke","select","1","1","0"
"wasserdicht","Wasserdicht","select","1","1","0"
"wasserfest","Wasserfest","select","1","1","0"
"wassertank_abnehmbar","Wassertank abnehmbar","select","1","1","0"
"wege_system","Wege-System","select","1","1","0"
"weitspann_ausfuehrung","Weitspann-Ausführung","select","1","1","0"
"wellenwiderstand","Wellenwiderstand","select","1","1","0"
"werkstoff","Werkstoff","select","1","1","0"
"werkstoff_borsten","Werkstoff Borsten","select","1","1","0"
"werkstoff_der_huelse","Werkstoff der Hülse","select","1","1","0"
"werkstoff_der_klinge","Werkstoff der Klinge","select","1","1","0"
"werkstoff_der_kontaktbeschicht","Werkstoff der Kontaktbeschichtung","select","1","1","0"
"werkstoff_der_ruehrschuessel","Werkstoff der Rührschüssel","select","1","1","0"
"werkstoff_der_trittflaeche","Werkstoff der Trittfläche","select","1","1","0"
"werkstoff_des_anschlusses","Werkstoff des Anschlusses","select","1","1","0"
"werkstoff_des_befestigungsrahm","Werkstoff des Befestigungsrahmens","select","1","1","0"
"werkstoff_des_behaelters","Werkstoff des Behälters","select","1","1","0"
"werkstoff_des_frontrings","Werkstoff des Frontrings","select","1","1","0"
"werkstoff_des_gehaeuses","Werkstoff des Gehäuses","select","1","1","0"
"werkstoff_des_halters","Werkstoff des Halters","select","1","1","0"
"werkstoff_des_kodierelements","Werkstoff des Kodierelements","select","1","1","0"
"werkstoff_des_mixstabes","Werkstoff des Mixstabes","select","1","1","0"
"werkstoff_duebel","Werkstoff Dübel","select","1","1","0"
"werkstoff_griff","Werkstoff Griff","select","1","1","0"
"werkstoff_kabelbinder","Werkstoff Kabelbinder","select","1","1","0"
"werkstoff_leitungshalter","Werkstoff Leitungshalter","select","1","1","0"
"werkstoff_spiegel","Werkstoff Spiegel","select","1","1","0"
"werkstoffguete","Werkstoffgüte","select","1","1","0"
"werkzeugaufnahme","Werkzeugaufnahme","select","1","1","0"
"widerstand","Widerstand","select","1","1","0"
"width","Width","textarea","1","1","0"
"windgeschwindigkeitswert_einst","Windgeschwindigkeitswert einstellbar","select","1","1","0"
"winkel_des_bogens","Winkel des Bogens","select","1","1","0"
"wochenprogramm","Wochenprogramm","select","1","1","0"
"zaehlbereich","Zählbereich","select","1","1","0"
"zaehlertyp","Zählertyp","select","1","1","0"
"zangenform","Zangenform","select","1","1","0"
"zangenoeffnung","Zangenöffnung","select","1","1","0"
"zeitanzeige","Zeitanzeige","select","1","1","0"
"zeitbereich","Zeitbereich","select","1","1","0"
"zeiteinstellung","Zeiteinstellung","select","1","1","0"
"zeitschaltuhr","Zeitschaltuhr","select","1","1","0"
"zentraleingang","Zentraleingang","select","1","1","0"
"zentrierbohrer_durchmesser","Zentrierbohrer-Durchmesser","select","1","1","0"
"zolltarifnummer","","text","1","1","0"
"zu_bearbeitender_werkstoff","Zu bearbeitender Werkstoff","select","1","1","0"
"zulaessige_spannung_am_ausgang","Zulässige Spannung am Ausgang","select","1","1","0"
"zulaessiger_kabeldurchmesser","Zulässiger Kabeldurchmesser","select","1","1","0"
"zusammenklappbar","Zusammenklappbar","select","1","1","0"
"zusammenstellung","Zusammenstellung","select","1","1","0"
"zusatzgeraet_anreihbar","Zusatzgerät anreihbar","select","1","1","0"
"zwangsoeffnung","Zwangsöffnung","select","1","1","0"
"zweimetallverbinder","Zweimetallverbinder","select","1","1","0"
