"sku","special_from_date"
"243015","19/04/26"
"216553","19/04/26"
"159377","19/04/26"
"158382","19/04/26"
"158411","19/04/26"
"133422","19/04/26"
"290657","19/04/26"
"133287","19/04/26"
"159262","19/04/26"
"159259","19/04/26"
"290027","19/04/26"
"289935","19/04/26"
"289941","19/04/26"
"289653","19/04/26"
"289326","19/04/26"
"158695","19/04/26"
"119806","19/04/26"
"119808","19/04/26"
"119917","19/04/26"
"119944","19/04/26"
"120025","19/04/26"
"120477","19/04/26"
"120483","19/04/26"
"120580","19/04/26"
"120665","19/04/26"
"120827","19/04/26"
"121396","19/04/26"
"121181","19/04/26"
"119729","19/04/26"
"120054","19/04/26"
"120581","19/04/26"
"120833","19/04/26"
"120835","19/04/26"
"122052","19/04/26"
"122479","19/04/26"
"123207","19/04/26"
"467899","19/04/26"
"123471","19/04/26"
"136409","19/04/26"
"158675","19/04/26"
"158669","19/04/26"
"158683","19/04/26"
"158679","19/04/26"
"158677","19/04/26"
"289322","19/04/26"
"289324","19/04/26"
"158387","19/04/26"
"158184","19/04/26"
"188698","19/04/26"
"189219","19/04/26"
"158414","19/04/26"
"128008","19/04/26"
"128197","19/04/26"
"127985","19/04/26"
"289220","19/04/26"
"289236","19/04/26"
"243098","19/04/26"
"424346","19/04/26"
"127663","19/04/26"
"159333","19/04/26"
"576498","19/04/26"
"576511","19/04/26"
"445644","19/04/26"
"203368","19/04/26"
"127676","19/04/26"
"158068","19/04/26"
"158176","19/04/26"
"158178","19/04/26"
"236841","19/04/26"
"288591","19/04/26"
"477069","19/04/26"
"229465","19/04/26"
"202706","19/04/26"
"202785","19/04/26"
"202799","19/04/26"
"202987","19/04/26"
"568957","19/04/26"
"203143","19/04/26"
"203569","19/04/26"
"227331","19/04/26"
"110085","19/04/26"
"215899","19/04/26"
"137561","19/04/26"
"158129","19/04/26"
"289318","19/04/26"
"289600","19/04/26"
"289607","19/04/26"
"289613","19/04/26"
"288281","19/04/26"
"313197","19/04/26"
"263640","19/04/26"
"310507","19/04/26"
"449133","19/04/26"
"188913","19/04/26"
"191797","19/04/26"
"125590","19/04/26"
"125319","19/04/26"
"203372","19/04/26"
"542671","19/04/26"
"203116","19/04/26"
"203016","19/04/26"
"313676","19/04/26"
"304376","19/04/26"
"304796","19/04/26"
"304816","19/04/26"
"304935","19/04/26"
"305100","19/04/26"
"305106","19/04/26"
"305111","19/04/26"
"305287","19/04/26"
"305303","19/04/26"
"305325","19/04/26"
"305761","19/04/26"
"305797","19/04/26"
"304423","19/04/26"
"250912","19/04/26"
"355659","19/04/26"
"412957","19/04/26"
"412975","19/04/26"
"412894","19/04/26"
"413005","19/04/26"
"412970","19/04/26"
"413000","19/04/26"
"412891","19/04/26"
"412896","19/04/26"
"412901","19/04/26"
"412931","19/04/26"
"411205","19/04/26"
"411554","19/04/26"
"413002","19/04/26"
"250540","19/04/26"
"251120","19/04/26"
"250895","19/04/26"
"250903","19/04/26"
"250480","19/04/26"
"250744","19/04/26"
"250743","19/04/26"
"250841","19/04/26"
"246921","19/04/26"
"142856","19/04/26"
"201519","19/04/26"
"201578","19/04/26"
"112476","19/04/26"
"115622","19/04/26"
"117010","19/04/26"
"113056","19/04/26"
"113781","19/04/26"
"161811","19/04/26"
"163999","19/04/26"
"163878","19/04/26"
"114260","19/04/26"
"114313","19/04/26"
"118151","19/04/26"
"155875","19/04/26"
"250707","19/04/26"
"301672","19/04/26"
"244246","19/04/26"
"244244","19/04/26"
"376604","19/04/26"
"383233","19/04/26"
"347669","19/04/26"
"463519","19/04/26"
"263044","19/04/26"
"263052","19/04/26"
"263056","19/04/26"
"305172","19/04/26"
"304540","19/04/26"
"304541","19/04/26"
"304545","19/04/26"
"303355","19/04/26"
"244221","19/04/26"
"451406","19/04/26"
"244526","19/04/26"
"159845","19/04/26"
"160007","19/04/26"
"480157","19/04/26"
"119073","19/04/26"
"119809","19/04/26"
"304694","19/04/26"
"305066","19/04/26"
"305122","19/04/26"
"155884","19/04/26"
"157513","19/04/26"
"113782","19/04/26"
"460640","19/04/26"
"462399","19/04/26"
"347672","19/04/26"
"313030","19/04/26"
"348022","19/04/26"
"303426","19/04/26"
"180630","19/04/26"
"180632","19/04/26"
"180703","19/04/26"
"216446","19/04/26"
"216540","19/04/26"
"216932","19/04/26"
"216960","19/04/26"
"216461","19/04/26"
"242992","19/04/26"
"180781","19/04/26"
"180803","19/04/26"
"180813","19/04/26"
"180826","19/04/26"
"180829","19/04/26"
"180848","19/04/26"
"180851","19/04/26"
"180856","19/04/26"
"180863","19/04/26"
"180868","19/04/26"
"180904","19/04/26"
"180969","19/04/26"
"180995","19/04/26"
"181246","19/04/26"
"181247","19/04/26"
"181288","19/04/26"
"158154","19/04/26"
"158157","19/04/26"
"158214","19/04/26"
"158218","19/04/26"
S2046071,"19/04/26"
"158273","19/04/26"
"158276","19/04/26"
"158277","19/04/26"
"158279","19/04/26"
"158328","19/04/26"
"158333","19/04/26"
"158336","19/04/26"
"158413","19/04/26"
"159352","19/04/26"
"159370","19/04/26"
"159378","19/04/26"
"159379","19/04/26"
"159380","19/04/26"
"158489","19/04/26"
"158499","19/04/26"
"158506","19/04/26"
"243682","19/04/26"
"158631","19/04/26"
"158820","19/04/26"
"159481","19/04/26"
"229592","19/04/26"
"236843","19/04/26"
"236844","19/04/26"
"236847","19/04/26"
"236849","19/04/26"
"189372","19/04/26"
"159327","19/04/26"
"128309","19/04/26"
"128317","19/04/26"
"128325","19/04/26"
"289312","19/04/26"
"202503","19/04/26"
"202537","19/04/26"
"202779","19/04/26"
"530700","19/04/26"
"203457","19/04/26"
"191612","19/04/26"
"289308","19/04/26"
"289306","19/04/26"
"137785","19/04/26"
"127988","19/04/26"
"127801","19/04/26"
"127796","19/04/26"
"127465","19/04/26"
"127401","19/04/26"
"127399","19/04/26"
"263639","19/04/26"
"225712","19/04/26"
"137422","19/04/26"
"137430","19/04/26"
"137425","19/04/26"
"215783","19/04/26"
"243367","19/04/26"
"421742","19/04/26"
"288766","19/04/26"
"289215","19/04/26"
"133424","19/04/26"
"216684","19/04/26"
"216651","19/04/26"
"158381","19/04/26"
"216900","19/04/26"
"232103","19/04/26"
"291074","19/04/26"
"290686","19/04/26"
"133289","19/04/26"
"159257","19/04/26"
"289932","19/04/26"
"289945","19/04/26"
"288776","19/04/26"
"227416","19/04/26"
"289248","19/04/26"
"229599","19/04/26"
"229464","19/04/26"
"137772","19/04/26"
"225310","19/04/26"
"225311","19/04/26"
"225489","19/04/26"
"225494","19/04/26"
"225919","19/04/26"
"295981","19/04/26"
"111428","19/04/26"
"111539","19/04/26"
"111773","19/04/26"
"111799","19/04/26"
"189373","19/04/26"
"191501","19/04/26"
"223367","19/04/26"
"137556","19/04/26"
"137560","19/04/26"
"225380","19/04/26"
"225385","19/04/26"
"232003","19/04/26"
"225670","19/04/26"
"225729","19/04/26"
"225741","19/04/26"
"225756","19/04/26"
"232614","19/04/26"
"288758","19/04/26"
"158388","19/04/26"
"237281","19/04/26"
"243094","19/04/26"
"188961","19/04/26"
"189036","19/04/26"
"109790","19/04/26"
"289186","19/04/26"
"191750","19/04/26"
"125330","19/04/26"
"513609","19/04/26"
"280057","19/04/26"
"415052","19/04/26"
"415047","19/04/26"
"513611","19/04/26"
"310513","19/04/26"
"576539","19/04/26"
"576540","19/04/26"
"127686","19/04/26"
"127689","19/04/26"
"127692","19/04/26"
"127693","19/04/26"
"127981","19/04/26"
"127984","19/04/26"
"158069","19/04/26"
"216082","19/04/26"
"158165","19/04/26"
"158168","19/04/26"
"237208","19/04/26"
"237210","19/04/26"
"236842","19/04/26"
"236845","19/04/26"
"236846","19/04/26"
"237221","19/04/26"
"236848","19/04/26"
"127987","19/04/26"
"128007","19/04/26"
"127634","19/04/26"
"128208","19/04/26"
"128209","19/04/26"
"128211","19/04/26"
"128212","19/04/26"
"128218","19/04/26"
"128307","19/04/26"
"128320","19/04/26"
"128333","19/04/26"
"128647","19/04/26"
"128662","19/04/26"
"128666","19/04/26"
"128704","19/04/26"
"128714","19/04/26"
"128989","19/04/26"
"124982","19/04/26"
"125844","19/04/26"
"125879","19/04/26"
"126066","19/04/26"
"126099","19/04/26"
"126101","19/04/26"
"126114","19/04/26"
"126210","19/04/26"
"127071","19/04/26"
"127359","19/04/26"
"135047","19/04/26"
"135559","19/04/26"
"135561","19/04/26"
"136707","19/04/26"
"136780","19/04/26"
"136787","19/04/26"
"136796","19/04/26"
"136806","19/04/26"
"136929","19/04/26"
"139226","19/04/26"
"139774","19/04/26"
"227219","19/04/26"
"109552","19/04/26"
"133432","19/04/26"
"229466","19/04/26"
"110074","19/04/26"
"110083","19/04/26"
"136773","19/04/26"
"158125","19/04/26"
"180695","19/04/26"
"180697","19/04/26"
"216596","19/04/26"
"216449","19/04/26"
"216554","19/04/26"
"216918","19/04/26"
"216931","19/04/26"
"216942","19/04/26"
"216965","19/04/26"
"243012","19/04/26"
"243028","19/04/26"
"289206","19/04/26"
"229467","19/04/26"
"180776","19/04/26"
"180834","19/04/26"
"180885","19/04/26"
"180992","19/04/26"
"181287","19/04/26"
"181289","19/04/26"
"181290","19/04/26"
"181292","19/04/26"
"180521","19/04/26"
"180531","19/04/26"
"158136","19/04/26"
"158139","19/04/26"
"158143","19/04/26"
"158147","19/04/26"
"158212","19/04/26"
"158064","19/04/26"
"158065","19/04/26"
"158252","19/04/26"
"158272","19/04/26"
"158275","19/04/26"
"158302","19/04/26"
"158312","19/04/26"
"158327","19/04/26"
"158331","19/04/26"
"159376","19/04/26"
"158487","19/04/26"
"158638","19/04/26"
"158639","19/04/26"
"158791","19/04/26"
"229580","19/04/26"
"229589","19/04/26"
"229453","19/04/26"
"229456","19/04/26"
"229469","19/04/26"
"223959","19/04/26"
"225998","19/04/26"
"225999","19/04/26"
"226147","19/04/26"
"159426","19/04/26"
"109568","19/04/26"
"109669","19/04/26"
"109795","19/04/26"
"111617","19/04/26"
"191484","19/04/26"
"191504","19/04/26"
"191605","19/04/26"
"137326","19/04/26"
"137439","19/04/26"
"137440","19/04/26"
"137441","19/04/26"
"137442","19/04/26"
"137451","19/04/26"
"137548","19/04/26"
"137558","19/04/26"
"137559","19/04/26"
"225731","19/04/26"
"225757","19/04/26"
"159326","19/04/26"
"128313","19/04/26"
"128326","19/04/26"
"289180","19/04/26"
"590277","19/04/26"
"590247","19/04/26"
"590251","19/04/26"
"202535","19/04/26"
"202995","19/04/26"
"203058","19/04/26"
"203113","19/04/26"
"203150","19/04/26"
"203484","19/04/26"
"203511","19/04/26"
"232325","19/04/26"
"229463","19/04/26"
"235428","19/04/26"
"235412","19/04/26"
"236093","19/04/26"
"236084","19/04/26"
"236050","19/04/26"
"236049","19/04/26"
"236048","19/04/26"
"216053","19/04/26"
"225758","19/04/26"
"127969","19/04/26"
"128014","19/04/26"
"128136","19/04/26"
"128152","19/04/26"
"128172","19/04/26"
"128216","19/04/26"
"128302","19/04/26"
"128661","19/04/26"
"128700","19/04/26"
"128708","19/04/26"
"128710","19/04/26"
"128712","19/04/26"
"128976","19/04/26"
"124983","19/04/26"
"125597","19/04/26"
"125750","19/04/26"
"125824","19/04/26"
"125845","19/04/26"
"126001","19/04/26"
"126069","19/04/26"
"126254","19/04/26"
"127068","19/04/26"
"135049","19/04/26"
"135560","19/04/26"
"135562","19/04/26"
"133285","19/04/26"
"136705","19/04/26"
"136706","19/04/26"
"136775","19/04/26"
"136840","19/04/26"
"136917","19/04/26"
"136930","19/04/26"
"136891","19/04/26"
"137650","19/04/26"
"136962","19/04/26"
"202595","19/04/26"
"203458","19/04/26"
"136715","19/04/26"
"137150","19/04/26"
"158200","19/04/26"
"158092","19/04/26"
"158203","19/04/26"
"159298","19/04/26"
"158081","19/04/26"
"243019","19/04/26"
"140574","19/04/26"
"140471","19/04/26"
"140399","19/04/26"
"139493","19/04/26"
"140347","19/04/26"
"140356","19/04/26"
"137126","19/04/26"
"136988","19/04/26"
"137001","19/04/26"
"136981","19/04/26"
"140359","19/04/26"
"139015","19/04/26"
"138211","19/04/26"
"154027","19/04/26"
"158059","19/04/26"
"158075","19/04/26"
"158076","19/04/26"
"158078","19/04/26"
"126091","19/04/26"
"347563","19/04/26"
"216885","19/04/26"
"217000","19/04/26"
"158123","19/04/26"
"126215","19/04/26"
"225490","19/04/26"
"225655","19/04/26"
"229597","19/04/26"
"232321","19/04/26"
"232324","19/04/26"
"231507","19/04/26"
"233866","19/04/26"
"188621","19/04/26"
"188571","19/04/26"
"189303","19/04/26"
"133853","19/04/26"
"154616","19/04/26"
"154369","19/04/26"
"224050","19/04/26"
"216441","19/04/26"
"295595","19/04/26"
"232317","19/04/26"
"205128","19/04/26"
"202525","19/04/26"
"126070","19/04/26"
"125093","19/04/26"
"125978","19/04/26"
"125983","19/04/26"
"111092","19/04/26"
"111093","19/04/26"
"289250","19/04/26"
"140650","19/04/26"
"153668","19/04/26"
"153675","19/04/26"
"207086","19/04/26"
"137074","19/04/26"
"158198","19/04/26"
"158201","19/04/26"
"158204","19/04/26"
"158205","19/04/26"
"158207","19/04/26"
"159285","19/04/26"
"159297","19/04/26"
"139600","19/04/26"
"140466","19/04/26"
"140400","19/04/26"
"139368","19/04/26"
"137147","19/04/26"
"136990","19/04/26"
"138411","19/04/26"
"136993","19/04/26"
"139501","19/04/26"
"138190","19/04/26"
"155035","19/04/26"
"139037","19/04/26"
"139645","19/04/26"
"154028","19/04/26"
"381513","19/04/26"
"158058","19/04/26"
"158060","19/04/26"
"158074","19/04/26"
"126786","19/04/26"
"158127","19/04/26"
"227388","19/04/26"
"154367","19/04/26"
"154619","19/04/26"
"154365","19/04/26"
"291131","19/04/26"
"313203","19/04/26"
"297618","19/04/26"
"297647","19/04/26"
"362930","19/04/26"
"291140","19/04/26"
"542073","19/04/26"
"314289","19/04/26"
"529497","19/04/26"
"289154","19/04/26"
"290326","19/04/26"
"289660","19/04/26"
"289665","19/04/26"
"289188","19/04/26"
"291102","19/04/26"
"292153","19/04/26"
"134807","19/04/26"
"255291","19/04/26"
"234508","19/04/26"
"234420","19/04/26"
"234496","19/04/26"
"234925","19/04/26"
"235662","19/04/26"
"236239","19/04/26"
"235925","19/04/26"
"383846","19/04/26"
"236057","19/04/26"
"235829","19/04/26"
"235868","19/04/26"
"234723","19/04/26"
"234727","19/04/26"
"234742","19/04/26"
"235751","19/04/26"
"234793","19/04/26"
"235039","19/04/26"
"235615","19/04/26"
"235616","19/04/26"
"234585","19/04/26"
"234482","19/04/26"
"236082","19/04/26"
"214916","19/04/26"
"214928","19/04/26"
"216865","19/04/26"
"216787","19/04/26"
"216788","19/04/26"
"225936","19/04/26"
"126848","19/04/26"
"203074","19/04/26"
"202524","19/04/26"
"125260","19/04/26"
"153664","19/04/26"
"158131","19/04/26"
"321710","19/04/26"
"371300","19/04/26"
"377320","19/04/26"
"297614","19/04/26"
"297643","19/04/26"
"297590","19/04/26"
"406699","19/04/26"
"237240","19/04/26"
"215901","19/04/26"
"158390","19/04/26"
"180635","19/04/26"
"180637","19/04/26"
"180638","19/04/26"
"180696","19/04/26"
"180700","19/04/26"
"180720","19/04/26"
"216599","19/04/26"
"216785","19/04/26"
"216796","19/04/26"
"216545","19/04/26"
"216581","19/04/26"
"216933","19/04/26"
"216941","19/04/26"
"198405","19/04/26"
"243370","19/04/26"
"180807","19/04/26"
"180912","19/04/26"
"180964","19/04/26"
"180978","19/04/26"
"180991","19/04/26"
"180993","19/04/26"
"181284","19/04/26"
"181311","19/04/26"
"180520","19/04/26"
"180533","19/04/26"
"229460","19/04/26"
"159427","19/04/26"
"159431","19/04/26"
"158138","19/04/26"
"158151","19/04/26"
"158213","19/04/26"
"158253","19/04/26"
"158281","19/04/26"
"158316","19/04/26"
"158330","19/04/26"
"158334","19/04/26"
"159367","19/04/26"
"158596","19/04/26"
"279773","19/04/26"
"279775","19/04/26"
"290328","19/04/26"
"290688","19/04/26"
"289668","19/04/26"
"292255","19/04/26"
"289216","19/04/26"
"255320","19/04/26"
"255288","19/04/26"
"117046","19/04/26"
"112989","19/04/26"
"162367","19/04/26"
"162334","19/04/26"
"162297","19/04/26"
"162260","19/04/26"
"162256","19/04/26"
"162222","19/04/26"
"162194","19/04/26"
"161940","19/04/26"
"161925","19/04/26"
"161838","19/04/26"
"161806","19/04/26"
"160252","19/04/26"
"215194","19/04/26"
"244179","19/04/26"
"177334","19/04/26"
"346164","19/04/26"
"175926","19/04/26"
"175937","19/04/26"
"176971","19/04/26"
"112473","19/04/26"
"162436","19/04/26"
"162369","19/04/26"
"161696","19/04/26"
"161560","19/04/26"
"161844","19/04/26"
"160251","19/04/26"
"160676","19/04/26"
"216065","19/04/26"
"215195","19/04/26"
"244186","19/04/26"
"244044","19/04/26"
"363590","19/04/26"
"175129","19/04/26"
"175934","19/04/26"
"175938","19/04/26"
"176588","19/04/26"
"176591","19/04/26"
"244434","19/04/26"
"175946","19/04/26"
"177176","19/04/26"
"131166","19/04/26"
"247666","19/04/26"
"131129","19/04/26"
"321753","19/04/26"
"162538","19/04/26"
"164003","19/04/26"
"150435","19/04/26"
"150553","19/04/26"
"150640","19/04/26"
"150642","19/04/26"
"162470","19/04/26"
"162261","19/04/26"
"159698","19/04/26"
"162429","19/04/26"
"150441","19/04/26"
"150604","19/04/26"
"304343","19/04/26"
"304341","19/04/26"
"305635","19/04/26"
"305632","19/04/26"
"158597","19/04/26"
"158598","19/04/26"
"158601","19/04/26"
"158637","19/04/26"
"158640","19/04/26"
"229499","19/04/26"
"229451","19/04/26"
"229459","19/04/26"
"229462","19/04/26"
"225106","19/04/26"
"225568","19/04/26"
"226041","19/04/26"
"159430","19/04/26"
"109788","19/04/26"
"111540","19/04/26"
"111595","19/04/26"
"189302","19/04/26"
"223346","19/04/26"
"137443","19/04/26"
"137557","19/04/26"
"225769","19/04/26"
"127995","19/04/26"
"128016","19/04/26"
"127635","19/04/26"
"128146","19/04/26"
"128162","19/04/26"
"128180","19/04/26"
"128183","19/04/26"
"128206","19/04/26"
"128213","19/04/26"
"128308","19/04/26"
"136786","19/04/26"
"161753","19/04/26"
"161839","19/04/26"
"115399","19/04/26"
"149710","19/04/26"
"149842","19/04/26"
"149916","19/04/26"
"149950","19/04/26"
"150056","19/04/26"
"150621","19/04/26"
"150148","19/04/26"
"144764","19/04/26"
"119817","19/04/26"
"120035","19/04/26"
"124158","19/04/26"
"119550","19/04/26"
"201606","19/04/26"
"244111","19/04/26"
"119983","19/04/26"
"121508","19/04/26"
"121509","19/04/26"
"121510","19/04/26"
"201520","19/04/26"
"228581","19/04/26"
"372083","19/04/26"
"150434","19/04/26"
"150647","19/04/26"
"150562","19/04/26"
"150569","19/04/26"
"150657","19/04/26"
"150554","19/04/26"
"150641","19/04/26"
"423488","19/04/26"
"403272","19/04/26"
"244236","19/04/26"
"244237","19/04/26"
"306634","19/04/26"
"244234","19/04/26"
"425476","19/04/26"
"163634","19/04/26"
"150448","19/04/26"
"150568","19/04/26"
"420027","19/04/26"
"305132","19/04/26"
"304327","19/04/26"
"304325","19/04/26"
"304323","19/04/26"
"150440","19/04/26"
"159908","19/04/26"
"136038","19/04/26"
"136102","19/04/26"
"142849","19/04/26"
"176031","19/04/26"
"124374","19/04/26"
"117273","19/04/26"
"117282","19/04/26"
"116533","19/04/26"
"244059","19/04/26"
"175560","19/04/26"
"164148","19/04/26"
"164152","19/04/26"
"119988","19/04/26"
"177143","19/04/26"
"475445","19/04/26"
"277769","19/04/26"
"116169","19/04/26"
"388282","19/04/26"
"514557","19/04/26"
"116594","19/04/26"
"315154","19/04/26"
"116741","19/04/26"
"117062","19/04/26"
"117073","19/04/26"
"117257","19/04/26"
"112253","19/04/26"
"112452","19/04/26"
"112511","19/04/26"
"112877","19/04/26"
"128646","19/04/26"
"128648","19/04/26"
"128702","19/04/26"
"128716","19/04/26"
"124968","19/04/26"
"125264","19/04/26"
"125323","19/04/26"
"125980","19/04/26"
"126108","19/04/26"
"126205","19/04/26"
"126213","19/04/26"
"127076","19/04/26"
"127255","19/04/26"
"129121","19/04/26"
"184806","19/04/26"
"136795","19/04/26"
"138177","19/04/26"
"136967","19/04/26"
"202618","19/04/26"
"227203","19/04/26"
"180905","19/04/26"
"180623","19/04/26"
"109983","19/04/26"
"255466","19/04/26"
"158196","19/04/26"
"159279","19/04/26"
"159286","19/04/26"
"158084","19/04/26"
"158086","19/04/26"
"216567","19/04/26"
"140588","19/04/26"
"138173","19/04/26"
"138372","19/04/26"
"155108","19/04/26"
"144069","19/04/26"
"154829","19/04/26"
"139489","19/04/26"
"140358","19/04/26"
"140348","19/04/26"
"137148","19/04/26"
"137063","19/04/26"
"321641","19/04/26"
"161841","19/04/26"
"163073","19/04/26"
"160653","19/04/26"
"161424","19/04/26"
"265540","19/04/26"
"164830","19/04/26"
"286558","19/04/26"
"278810","19/04/26"
"278821","19/04/26"
"296183","19/04/26"
"159963","19/04/26"
"150532","19/04/26"
"150323","19/04/26"
"115782","19/04/26"
"149709","19/04/26"
"149714","19/04/26"
"150065","19/04/26"
"150738","19/04/26"
"150745","19/04/26"
"120830","19/04/26"
"119615","19/04/26"
"244115","19/04/26"
"119765","19/04/26"
"120786","19/04/26"
"159722","19/04/26"
"119084","19/04/26"
"119086","19/04/26"
"419662","19/04/26"
"426475","19/04/26"
"136067","19/04/26"
"136107","19/04/26"
"136116","19/04/26"
"136117","19/04/26"
"136118","19/04/26"
"119466","19/04/26"
"119940","19/04/26"
"124372","19/04/26"
"370258","19/04/26"
"160358","19/04/26"
"371315","19/04/26"
"320533","19/04/26"
"348394","19/04/26"
"161188","19/04/26"
"160679","19/04/26"
"314139","19/04/26"
"346630","19/04/26"
"346631","19/04/26"
"346737","19/04/26"
"346740","19/04/26"
"320532","19/04/26"
"346263","19/04/26"
"320531","19/04/26"
"313254","19/04/26"
"475408","19/04/26"
"298687","19/04/26"
"537812","19/04/26"
"343851","19/04/26"
"137125","19/04/26"
"137062","19/04/26"
"136983","19/04/26"
"137146","19/04/26"
"136979","19/04/26"
"137060","19/04/26"
"139503","19/04/26"
"138210","19/04/26"
"138326","19/04/26"
"138327","19/04/26"
"154246","19/04/26"
"154098","19/04/26"
"111441","19/04/26"
"158061","19/04/26"
"158062","19/04/26"
"158079","19/04/26"
"128877","19/04/26"
"216883","19/04/26"
"216997","19/04/26"
"180980","19/04/26"
"126214","19/04/26"
"225653","19/04/26"
"232323","19/04/26"
"188699","19/04/26"
"188914","19/04/26"
"189382","19/04/26"
"543691","19/04/26"
"154355","19/04/26"
"154124","19/04/26"
"540888","19/04/26"
"154370","19/04/26"
"154622","19/04/26"
"542047","19/04/26"
"224049","19/04/26"
"216868","19/04/26"
"189598","19/04/26"
"388497","19/04/26"
"388504","19/04/26"
"388510","19/04/26"
"388457","19/04/26"
"388471","19/04/26"
"388476","19/04/26"
"388483","19/04/26"
"388488","19/04/26"
"311954","19/04/26"
"361682","19/04/26"
"311807","19/04/26"
"280377","19/04/26"
"244045","19/04/26"
"321830","19/04/26"
"372858","19/04/26"
"377129","19/04/26"
"412277","19/04/26"
"341024","19/04/26"
"356502","19/04/26"
"357062","19/04/26"
"413110","19/04/26"
"431790","19/04/26"
"344137","19/04/26"
"344138","19/04/26"
"313208","19/04/26"
"431745","19/04/26"
"431728","19/04/26"
"377067","19/04/26"
"412116","19/04/26"
"475285","19/04/26"
"371303","19/04/26"
"205949","19/04/26"
"235451","19/04/26"
"236028","19/04/26"
"236163","19/04/26"
"234866","19/04/26"
"234860","19/04/26"
"235263","19/04/26"
"287554","19/04/26"
"287583","19/04/26"
"287586","19/04/26"
"287549","19/04/26"
"287750","19/04/26"
"383887","19/04/26"
"406267","19/04/26"
"478778","19/04/26"
"449332","19/04/26"
"556048","19/04/26"
"514421","19/04/26"
"371316","19/04/26"
"136024","19/04/26"
"556009","19/04/26"
"136090","19/04/26"
"136092","19/04/26"
"479898","19/04/26"
"489225","19/04/26"
"489230","19/04/26"
"489387","19/04/26"
"489390","19/04/26"
"489429","19/04/26"
"489430","19/04/26"
"487199","19/04/26"
"489292","19/04/26"
"489303","19/04/26"
"489304","19/04/26"
"489308","19/04/26"
"592165","19/04/26"
"475049","19/04/26"
"475449","19/04/26"
"559939","19/04/26"
"590406","19/04/26"
"413806","19/04/26"
"476742","19/04/26"
"476048","19/04/26"
"476490","19/04/26"
"476696","19/04/26"
"476248","19/04/26"
"133433","19/04/26"
"431815","19/04/26"
"137077","19/04/26"
"526077","19/04/26"
"528225","19/04/26"
"482363","19/04/26"
"533073","19/04/26"
"527455","19/04/26"
"527255","19/04/26"
"150443","19/04/26"
"150447","19/04/26"
"150628","19/04/26"
"566111","19/04/26"
"566136","19/04/26"
"263107","19/04/26"
"577197","19/04/26"
"577171","19/04/26"
"534640","19/04/26"
"122486","19/04/26"
"469831","19/04/26"
"412631","19/04/26"
"247639","19/04/26"
"412713","19/04/26"
"534432","19/04/26"
"534433","19/04/26"
"131138","19/04/26"
"428297","19/04/26"
"526340","19/04/26"
"112236","19/04/26"
"226261","19/04/26"
"175566","19/04/26"
"113063","19/04/26"
"118887","19/04/26"
"119879","19/04/26"
"277765","19/04/26"
"177589","19/04/26"
"142830","19/04/26"
"155887","19/04/26"
"277764","19/04/26"
"277763","19/04/26"
"114872","19/04/26"
